acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto,full_charge,group_charge
1 IPC 1860,NEAR 0-3 BLOCK PARK,2017-01-16,2017-01-16,Monday,WEST,8170021170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170021170017,6,2017-01-16,JANAK PURI,17:45,379/356/34,16:30,16:30,Snatching-Theft,Snatching
1 IPC 1860,"B-1/578, JANAKPURI",2017-01-16,2017-01-16,Monday,WEST,8170021170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170021170018,4,2017-01-17,JANAK PURI,18:10,380/34,12:15,12:15,Theft,Theft
1 IPC 1860,"PICCADILY HOTEL, JANAKPURI",,,,WEST,8170021170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170021170019,,2017-01-17,JANAK PURI,18:20,420/34,,,cheating,cheating
1 IPC 1860,"304 3RD FLOOR, SUNEJA TOWER-1, JANAKPURI DISTT. CENTER",,,,WEST,8170021170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170021170020,,2017-01-17,JANAK PURI,18:50,420,,,cheating,cheating
1 IPC 1860,"C-2 RED LIGHT JANAKPURI, NEAR FLY OVER TOWARDS SAGARPUR, PANKHA ROAD, DELHI",2017-01-18,2017-01-18,Wednesday,WEST,8170021170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170021170021,5,2017-01-18,JANAK PURI,16:10,384/34,14:00,14:00,Extortion,Others
1 IPC 1860,"05A BLOCK NEAR GURUDWARA, JANAKPURI",2017-01-18,2017-01-18,Wednesday,WEST,8170021170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170021170022,6,2017-01-18,JANAK PURI,18:40,356/379/34,17:00,17:00,Snatching-Theft,Snatching
1 IPC 1860,"B-5, DISTT. CENTER JANAKPURI, 5TH FLOOR, OFFICE NO. 501/502",,,,WEST,8170021170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170021170023,,2017-01-19,JANAK PURI,20:20,354(A)/506,,,Criminal intimidation-sexual harrasement,sexual harrasement
1 IPC 1860,"WZ-62, VILLAGE POSSANGIPUR, JANAKPURI",2017-01-20,2017-01-20,Friday,WEST,8170021170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170021170024,7,2017-01-20,JANAK PURI,21:15,188,20:00,20:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"404, VISHAL TOWER, JANAKPURI, DISTT. CENTER",,,,WEST,8170021170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170021170026,,2017-01-21,JANAK PURI,18:00,420/34,,,cheating,cheating
1 IPC 1860,"(3-2 RED LIGHT LAL SAI MARG, JANAKPURI",2017-01-21,2017-01-21,Saturday,WEST,8170021170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170021170028,6,2017-01-21,JANAK PURI,20:45,279/337,17:15,17:15,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"WZ-61C, VILLAGE POSSANGIPUR, JANAKPURI",2017-01-21,2017-01-21,Saturday,WEST,8170021170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170021170029,7,2017-01-21,JANAK PURI,22:15,188,21:00,21:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"WZ-51, NANGLI ZALIB, JANAKPURI",,,,WEST,8170021170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170021170030,,2017-01-22,JANAK PURI,14:15,188,,,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"ROHTAK ROAD, WEST METRO STATION, PASCHIM VIHAR DELHI.",2016-12-14,2016-12-14,Wednesday,OUTER DISTRICT,8174024170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170002,4,2017-01-03,PASCHIM VIHAR,20:30,279/337,12:00,12:00,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"INFRONT OF A-1/118, PASCHIM VIHAR, DELHI",2017-01-06,2017-01-06,Friday,OUTER DISTRICT,8174024170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170003,6,2017-01-06,PASCHIM VIHAR,20:35,328/379/34,18:30,18:30,Theft,Theft
1 IPC 1860,"RUTE NO- 761, BUS STAND PEERA GARHI CHOWK, PASCHIM VIHAR DELHI.",2017-01-07,2017-01-07,Saturday,OUTER DISTRICT,8174024170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170004,4,2017-01-07,PASCHIM VIHAR,12:50,356/379/411,11:15,11:15,Snatching-Theft,Snatching
1 IPC 1860,"BEFORE PEERAGARHI BUS STAND, OUTER RING ROAD, PASCHIM VIHAR DELHI.",2017-01-10,2017-01-10,Tuesday,OUTER DISTRICT,8174024170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170005,5,2017-01-10,PASCHIM VIHAR,18:20,379/34,15:50,15:50,Theft,Theft
1 IPC 1860,"UNKNOWN, UNKNOWN",2017-01-04,2017-01-04,Wednesday,OUTER DISTRICT,8174024170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170007,4,2017-01-14,PASCHIM VIHAR,14:00,384/506,10:00,10:00,Criminal intimidation-Extortion,Others
1 IPC 1860,"INFRONT OF MAITRI APARTMENT, A-4 PASCHIM VIHAR, DELHI",2017-01-15,2017-01-15,Sunday,OUTER DISTRICT,8174024170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170008,7,2017-01-15,PASCHIM VIHAR,22:00,356/379/34,20:50,20:50,Snatching-Theft,Snatching
1 IPC 1860,"NEAR KAPOOR DHABA,, PPERA GARHI RELIEF CAMP, DELHI",2017-01-16,2017-01-16,Monday,OUTER DISTRICT,8174024170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170009,1,2017-01-16,PASCHIM VIHAR,02:50,308/34,00:45,00:45,culpable homicide,culpable homicide
1 IPC 1860,"H. NO 150,, STATE BANK NAGAR,, P. VIHAR DELHI",2017-01-15,2017-01-15,Sunday,OUTER DISTRICT,8174024170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170010,4,2017-01-16,PASCHIM VIHAR,13:45,381,11:30,12:00,Theft by clerk,Theft by clerk
1 IPC 1860,"BUS STAND PEERAGARHI CHOWK, DELHI",2017-01-16,2017-01-16,Monday,OUTER DISTRICT,8174024170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170011,6,2017-01-16,PASCHIM VIHAR,17:30,356/379/411,16:00,16:00,Snatching-Theft,Snatching
1 IPC 1860,"H.NO. A-2/213, GROUND FLOOR, PASCHIM VIHAR, DELHI",2017-01-15,2017-01-15,Sunday,OUTER DISTRICT,8174024170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170012,1,2017-01-16,PASCHIM VIHAR,19:10,381,00:00,00:00,Theft by clerk,Theft by clerk
1 IPC 1860,"PEERAGARHI BUS STAND, PASCHIM VIHAR DELHI",2017-01-17,2017-01-17,Tuesday,OUTER DISTRICT,8174024170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170013,6,2017-01-17,PASCHIM VIHAR,19:45,379/411,16:15,16:15,Theft,Theft
1 IPC 1860,"A—6/316 JANTA FLATS, PASCHIM VIHAR, NEW DELHI",2017-01-21,2017-01-21,Saturday,OUTER DISTRICT,8174024170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170016,7,2017-01-21,PASCHIM VIHAR,21:20,188,20:40,20:40,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"NEAR GANDA NALA, MEERA BAGH DELHI.",2017-01-22,2017-01-22,Sunday,OUTER DISTRICT,8174024170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170017,5,2017-01-22,PASCHIM VIHAR,18:00,394/411I34,14:30,14:30,Robbery,Robbery
1 IPC 1860,"ARSS MALL MAIN GATE, P. VIHAR DELHI",2017-01-23,2017-01-23,Monday,OUTER DISTRICT,8174024170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170020,6,2017-01-23,PASCHIM VIHAR,18:00,188,17:00,17:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"A—2 BLOCK, GUPTA TANT HOUSE NEAR POST OFFICE, P. VIHAR DELHI",2017-01-24,2017-01-24,Tuesday,OUTER DISTRICT,8174024170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170021,5,2017-01-24,PASCHIM VIHAR,17:00,420/34,14:00,14:00,cheating,cheating
1 IPC 1860,"CH.BS MARG SHOP NO 71A, P. VIHAR NEW DELHI",2017-01-24,2017-01-24,Tuesday,OUTER DISTRICT,8174024170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170022,8,2017-01-25,PASCHIM VIHAR,00:40,188,23:40,23:40,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"CN-158, SONIA CAMP, PASCHIM VIAHR, NEW DELHI",2016-09-17,2016-09-17,Saturday,OUTER DISTRICT,8174024170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170023,5,2016-09-17,PASCHIM VIHAR,15:25,323/341/452/427/5,14:00,14:00,Causing hurt-house-trespass-mischief-wrong restraint,house-trespass
1 IPC 1860,"BALBEER SINGH MARG, INFRONT OF CA APARTMENT, PASCHIM VIHAR, DELHI",2017-01-25,2017-01-25,Wednesday,OUTER DISTRICT,8174024170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170024,7,2017-01-25,PASCHIM VIHAR,20:50,356/379/34,19:30,19:30,Snatching-Theft,Snatching
1 IPC 1860,"IN FRONT OF B-3/216, ON ROAD PASCHIM VIHAR, DELHI",2017-01-26,2017-01-26,Thursday,OUTER DISTRICT,8174024170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170025,7,2017-01-27,PASCHIM VIHAR,10:50,279/337,19:00,19:00,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"MAIN ROAD SUBHAM ENCLAVE, NEAR ORIENTAL BANK, PASCHIM VIHAR, NEW DELHI",2017-01-28,2017-01-28,Saturday,OUTER DISTRICT,8174024170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170026,1,2017-01-28,PASCHIM VIHAR,19:35,279/337,01:15,01:15,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"INFRONT OF HOUSE, B-3/249, PASCHIM VIHAR DELHI.",2017-01-30,2017-01-30,Monday,OUTER DISTRICT,8174024170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170027,6,2017-01-30,PASCHIM VIHAR,18:00,356/379/34,16:00,16:00,Snatching-Theft,Snatching
1 IPC 1860,"INFRONT OF GREEN CHUK SHOP, DDA MARKET PASCHIM VIHAR, EAST METRO STN. DELHI",2017-02-01,2017-02-01,Wednesday,OUTER DISTRICT,8174024170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170029,5,2017-02-01,PASCHIM VIHAR,16:15,356/379/34,14:20,14:20,Snatching-Theft,Snatching
1 IPC 1860,"PASCHIM VIHAR, DELHI",2017-01-22,2017-01-22,Sunday,OUTER DISTRICT,8174024170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170030,7,2017-02-01,PASCHIM VIHAR,20:30,506/509/34,19:00,19:00,Criminal intimidation-sexual harrasement,sexual harrasement
1 IPC 1860,"54/14, BHOOT WALI GALI, NEAR BRADE FACTORY, NANGLOI DELHI",2017-01-02,2017-01-02,Monday,OUTER DISTRICT,8174021170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174021170002,6,2017-01-02,NANGLOI,23:25,287/337,16:30,16:30,Negligent conduct-endangering safety of others,Negligent conduct-endangering safety of others
1 IPC 1860,"H.NO. A-2/213, GROUND FLOOR, PASCHIM VIHAR, DELHI",2017-01-15,2017-01-15,Sunday,OUTER DISTRICT,8174024170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170012,1,2017-01-16,PASCHIM VIHAR,19:10,381,00:00,00:00,Theft by clerk,Theft by clerk
1 IPC 1860,"PEERAGARHI BUS STAND, PASCHIM VIHAR DELHI",2017-01-17,2017-01-17,Tuesday,OUTER DISTRICT,8174024170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170013,6,2017-01-17,PASCHIM VIHAR,19:45,379/411,16:15,16:15,Theft,Theft
1 IPC 1860,"A—6/316 JANTA FLATS, PASCHIM VIHAR, NEW DELHI",2017-01-21,2017-01-21,Saturday,OUTER DISTRICT,8174024170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170016,7,2017-01-21,PASCHIM VIHAR,21:20,188,20:40,20:40,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"NEAR GANDA NALA, MEERA BAGH DELHI.",2017-01-22,2017-01-22,Sunday,OUTER DISTRICT,8174024170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170017,5,2017-01-22,PASCHIM VIHAR,18:00,394/411I34,14:30,14:30,Robbery,Robbery
1 IPC 1860,"ARSS MALL MAIN GATE, P. VIHAR DELHI",2017-01-23,2017-01-23,Monday,OUTER DISTRICT,8174024170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170020,6,2017-01-23,PASCHIM VIHAR,18:00,188,17:00,17:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"A—2 BLOCK, GUPTA TANT HOUSE NEAR POST OFFICE, P. VIHAR DELHI",2017-01-24,2017-01-24,Tuesday,OUTER DISTRICT,8174024170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170021,5,2017-01-24,PASCHIM VIHAR,17:00,420/34,14:00,14:00,cheating,cheating
1 IPC 1860,"CH.BS MARG SHOP NO 71A, P. VIHAR NEW DELHI",2017-01-24,2017-01-24,Tuesday,OUTER DISTRICT,8174024170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170022,8,2017-01-25,PASCHIM VIHAR,00:40,188,23:40,23:40,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"CN-158, SONIA CAMP, PASCHIM VIAHR, NEW DELHI",2016-09-17,2016-09-17,Saturday,OUTER DISTRICT,8174024170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170023,5,2016-09-17,PASCHIM VIHAR,15:25,323/341/452/427/5,14:00,14:00,Causing hurt-house-trespass-mischief-wrong restraint,house-trespass
1 IPC 1860,"BALBEER SINGH MARG, INFRONT OF CA APARTMENT, PASCHIM VIHAR, DELHI",2017-01-25,2017-01-25,Wednesday,OUTER DISTRICT,8174024170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170024,7,2017-01-25,PASCHIM VIHAR,20:50,356/379/34,19:30,19:30,Snatching-Theft,Snatching
1 IPC 1860,"IN FRONT OF B-3/216, ON ROAD PASCHIM VIHAR, DELHI",2017-01-26,2017-01-26,Thursday,OUTER DISTRICT,8174024170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170025,7,2017-01-27,PASCHIM VIHAR,10:50,279/337,19:00,19:00,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"MAIN ROAD SUBHAM ENCLAVE, NEAR ORIENTAL BANK, PASCHIM VIHAR, NEW DELHI",2017-01-28,2017-01-28,Saturday,OUTER DISTRICT,8174024170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170026,1,2017-01-28,PASCHIM VIHAR,19:35,279/337,01:15,01:15,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"INFRONT OF HOUSE, B-3/249, PASCHIM VIHAR DELHI.",2017-01-30,2017-01-30,Monday,OUTER DISTRICT,8174024170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170027,6,2017-01-30,PASCHIM VIHAR,18:00,356/379/34,16:00,16:00,Snatching-Theft,Snatching
1 IPC 1860,"INFRONT OF GREEN CHUK SHOP, DDA MARKET PASCHIM VIHAR, EAST METRO STN. DELHI",2017-02-01,2017-02-01,Wednesday,OUTER DISTRICT,8174024170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170029,5,2017-02-01,PASCHIM VIHAR,16:15,356/379/34,14:20,14:20,Snatching-Theft,Snatching
1 IPC 1860,"PASCHIM VIHAR, DELHI",2017-01-22,2017-01-22,Sunday,OUTER DISTRICT,8174024170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170030,7,2017-02-01,PASCHIM VIHAR,20:30,506/509/34,19:00,19:00,Criminal intimidation-sexual harrasement,sexual harrasement
1 IPC 1860,"54/14, BHOOT WALI GALI, NEAR BRADE FACTORY, NANGLOI DELHI",2017-01-02,2017-01-02,Monday,OUTER DISTRICT,8174021170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174021170002,6,2017-01-02,NANGLOI,23:25,287/337,16:30,16:30,Negligent conduct-endangering safety of others,Negligent conduct-endangering safety of others
1 IPC 1860,"SULTANPURI MORE, BUS STAND MAIN ROHTAK ROAD, NANGLOI DELHI",2017-01-05,2017-01-05,Thursday,OUTER DISTRICT,8174021170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174021170004,4,2017-01-05,NANGLOI,14:00,379/411,12:00,12:00,Theft,Theft
1 IPC 1860,"M24-25, CAMP NO 3, NANGLOI DELHI",2017-01-05,2017-01-05,Thursday,OUTER DISTRICT,8174021170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174021170005,6,2017-01-05,NANGLOI,22:45,323/341/354/506/3,16:30,16:30,Causing hurt-Criminal intimidation-sexual harrasement-wrong restraint,sexual harrasement
1 IPC 1860,"KAMRUDIN NAGAR BUS STOP, NEAR AXIS BANK ATM ,NANGLOI, DELHI",2017-01-11,2017-01-11,Wednesday,OUTER DISTRICT,8174021170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174021170007,7,2017-01-11,NANGLOI,22:55,379/411/34,20:00,20:00,Theft,Theft
1 IPC 1860,"777, D BLOCK, J J COLONY, NANGLOI, DELHI",2017-01-12,2017-01-12,Thursday,OUTER DISTRICT,8174021170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174021170008,2,2017-01-12,NANGLOI,06:00,363,06:00,06:00,Kidnapping,Kidnapping
1 IPC 1860,"RAJDHANI PARK MAIN ROHTAK, ROAD NEAR METRO PILLER NO.454, NANGLOI DELHI",2017-01-14,2017-01-14,Saturday,OUTER DISTRICT,8174021170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174021170012,8,2017-01-15,NANGLOI,02:15,394/397/34,22:30,22:30,Robbery,Robbery
1 IPC 1860,"L-95-96, CAMP NO. 3, NANGLOI DELHI",2017-01-11,2017-01-11,Wednesday,OUTER DISTRICT,8174021170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174021170013,5,2017-01-16,NANGLOI,11:15,363,14:00,14:00,Kidnapping,Kidnapping
1 IPC 1860,"H.NO 531, GALI NO 2, VILLAGE TIKRI KALAN NEAR CANARA BANK, TIKRI DELHI 41",2017-01-03,2017-01-03,Tuesday,OUTER DISTRICT,8174025170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170004,8,2017-01-04,MUNDKA,13:05,363,22:00,22:00,Kidnapping,Kidnapping
1 IPC 1860,"HNO 92, NEAR HARIJAN CHOPAL, VILLAGE BAKKARWALA DELHI",2017-01-05,2017-01-05,Thursday,OUTER DISTRICT,8174025170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170005,2,2017-01-05,MUNDKA,23:40,365,04:30,04:30,Kidnapping,Kidnapping
1 IPC 1860,"DSIIDC FLATS, NEAR SAI MANDIR, TIKRI KALAN DELHI",2017-01-12,2017-01-12,Thursday,OUTER DISTRICT,8174025170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170008,5,2017-01-12,MUNDKA,20:40,288/337,15:30,15:30,Negligent conduct-endangering safety of others,Negligent conduct-endangering safety of others
1 IPC 1860,"MAIN ROHTAK ROAD, NEAR SANI MANDIR, TIKRI KALAN DELHI",2017-01-12,2017-01-12,Thursday,OUTER DISTRICT,8174025170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170009,6,2017-01-13,MUNDKA,00:20,279/337,18:00,18:00,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"PVC ROAD, ETC: SHRI RAM DHARAM KANTA, W?! WT ﬁ‘ﬁﬁ",2017-01-15,2017-01-15,Sunday,OUTER DISTRICT,8174025170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170013,7,2017-01-15,MUNDKA,22:15,279/304A,19:43,19:43,Negligence conduct-Rash driving,Rash driving
1 IPC 1860,"AZAD HIND GRAM, PILLER NO 678 35 ENE, MAIN ROHTAK DELHI ROAD",2017-01-16,2017-01-16,Monday,OUTER DISTRICT,8174025170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170014,6,2017-01-18,MUNDKA,14:50,279/338,16:30,16:30,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"PVC ROAD, NEAR CNG PUMP, FIRNI ROAD, TIKRI KALAN",2017-01-19,2017-01-19,Thursday,OUTER DISTRICT,8174025170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170015,2,2017-01-19,MUNDKA,08:50,279/304A,04:20,04:20,Negligence conduct-Rash driving,Rash driving
1 IPC 1860,"H.NO.1144, PANA BARSAN, TIKRI KALAN, DELHI",2017-01-18,2017-01-18,Wednesday,OUTER DISTRICT,8174025170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170016,3,2017-01-19,MUNDKA,20:35,363/365,06:00,07:30,Kidnapping,Kidnapping
1 IPC 1860,"H.NO.1664, NEAR METRO PILLAR NO.545, VILLAGE MUNDKA, DELHI",2017-01-21,2017-01-21,Saturday,OUTER DISTRICT,8174025170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170021,7,2017-01-21,MUNDKA,21:15,188,19:00,19:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO. C44, FRIENDS ENCLAVE, MUNDKA, DELHI",2017-01-21,2017-01-21,Saturday,OUTER DISTRICT,8174025170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170022,7,2017-01-21,MUNDKA,22:30,188,20:20,20:20,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO.112, BABA HARIDAS COLONY, TIKRI BORDER, DELHI",2017-01-21,2017-01-21,Saturday,OUTER DISTRICT,8174025170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170023,7,2017-01-21,MUNDKA,22:45,188,20:30,20:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO.290, PANA BARSAN, VPO TIKRI KALAN, DELHI",2017-01-22,2017-01-22,Sunday,OUTER DISTRICT,8174025170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170025,6,2017-01-22,MUNDKA,18:50,188,17:45,17:45,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO.211, BABA HARIDAS COLONY, TIKRI BORDER, DELHI",2017-01-22,2017-01-22,Sunday,OUTER DISTRICT,8174025170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170026,6,2017-01-22,MUNDKA,19:20,188,18:00,18:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"FLAT NO.648, DDA FLAT, POCKET-C,LOKNAYAKPURAM, BAKKARWALA, DELHI",2017-01-22,2017-01-22,Sunday,OUTER DISTRICT,8174025170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170027,6,2017-01-22,MUNDKA,19:30,188,17:30,17:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO.594, NEAR MCD PRIMARY SCHOOL, VILLAGE MUNDKA, DELHI",2017-01-22,2017-01-22,Sunday,OUTER DISTRICT,8174025170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170028,6,2017-01-22,MUNDKA,20:15,188,18:00,18:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"PLOT NO 53, GALI NO. 3, LEKHRAM PARK COLONY, TIKRI KALAN",2017-01-23,2017-01-23,Monday,OUTER DISTRICT,8174025170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170029,3,2017-01-23,MUNDKA,09:30,188,08:45,08:45,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"HNO 174, BABA HARIDAS COLONY, TIKRI BORDER, MUNDKA, DELHI",2017-01-23,2017-01-23,Monday,OUTER DISTRICT,8174025170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170030,6,2017-01-23,MUNDKA,17:10,188,16:00,16:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,,2017-01-01,2017-01-01,Sunday,OUTER DISTRICT,8174020170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174020170003,5,2017-01-01,RANHOLA,16:42,279/338,15:45,15:45,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"H.NO 110, GALI NO 9, DEFENCE ENCLAVE MOHAN GARDEN, NEW DELHI",2017-01-01,2017-01-01,Sunday,OUTER DISTRICT,8174020170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174020170004,,2017-01-02,RANHOLA,19:20,380,01:00,04:00,Theft,Theft
1 IPC 1860,"99, RANHOLA VILLAGE, NEW DELHI",2016-12-12,2016-12-12,Monday,OUTER DISTRICT,8174020170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174020170005,1,2017-01-02,RANHOLA,21:20,363,00:00,00:00,Kidnapping,Kidnapping
1 IPC 1860,"NEAR CHURCH, NALA ROAD, VIKAS NAGAR, NEW DELHI",2017-01-03,2017-01-03,Tuesday,OUTER DISTRICT,8174020170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174020170006,6,2017-01-03,RANHOLA,16:20,328/379/34,16:00,16:00,Theft,Theft
1 IPC 1860,"H.NO. 0-23, BUDH BAZAR ROAD, VIKAS NAGAR, NEW DELHI",2017-01-04,2017-01-04,Wednesday,OUTER DISTRICT,8174020170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174020170007,2,2017-01-04,RANHOLA,10:05,457/380,05:45,05:45,Theft-house-trespass,Theft
