acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto,full_charge,group_charge
1 IPC 1860,mﬁmﬁmsmmﬁmmaﬁﬁmﬁﬁﬁ,2017-01-14,2017-01-14,Saturday,WEST,8170025170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170017,5,2017-01-14,KIRTI NAGAR,16:05,283,15:30,15:30,obstruction by a person,obstruction by a person
1 IPC 1860,Distance from P.S (211m 0 g8 sh? Eran): Beat No(EﬁE arr.) : 817002506,,,,WEST,8170025170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170020,,,KIRTI NAGAR,,370/342/34,21/12/2016,21/12/2016,wrongful confinement,Others
1 IPC 1860,"mﬁaﬂﬁ, NEAR 4/3 FURNITURE BLOCK, KIRTI NAGAR, NEW DELHI",2017-01-20,2017-01-20,Friday,WEST,8170025170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170021,5,2017-01-20,KIRTI NAGAR,14:00,283,13:15,13:15,obstruction by a person,obstruction by a person
1 IPC 1860,"N-106, SHOP No.2, KIRTI NAGAR, NEW DELHI",2017-01-20,2017-01-20,Friday,WEST,8170025170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170022,1,2017-01-20,KIRTI NAGAR,15:00,283,00:00,00:00,obstruction by a person,obstruction by a person
1 IPC 1860,"SIS OFFICE E-‘I, MANSAROVER GARDEN, DELHlaﬁGATEEHEI'IETUZ'a ER",2017-01-20,2017-01-20,Friday,WEST,8170025170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170023,4,2017-01-20,KIRTI NAGAR,16:40,336/338,12:00,12:00,endangering safety of others,endangering safety of others
1 IPC 1860,"HFrIT EI'IFrﬁ ates—c5, RAM ESH NAGAR",2017-01-20,2017-01-20,Friday,WEST,8170025170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170024,6,2017-01-20,KIRTI NAGAR,17:00,283,16:00,16:00,obstruction by a person,obstruction by a person
1 IPC 1860,"A—130, WHS KIRTI NAGAR, DELHIﬁE ﬂaw-T",2017-01-21,2017-01-21,Saturday,WEST,8170025170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170028,6,2017-01-21,KIRTI NAGAR,17:10,283,16:00,16:00,obstruction by a person,obstruction by a person
1 IPC 1860,"SHOP NO 2/62, WHS KIRTI NAGAR, aimmq'i",2017-01-21,2017-01-21,Saturday,WEST,8170025170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170025170030,6,2017-01-21,KIRTI NAGAR,19:05,283,18:10,18:10,obstruction by a person,obstruction by a person
1 IPC 1860,"SPACE BETWEEN RAILWAY LINES, NEAR JHUGGI B - BLOCK, PH-Il, MAYAPURI, NEW DELHI",2017-01-22,2017-01-22,Sunday,WEST,8170063170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170063170017,8,2017-01-23,NARAINA,02:45,354(A)/509,22:45,22:45,sexual harrasement,sexual harrasement
1 IPC 1860,"ROAD INFRONT OF A-9 MAYAPURI PHASE-l, NEW DELHI",2017-01-04,2017-01-04,Wednesday,WEST,8170028170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170005,8,2017-01-05,MAYAPURI,02:20,394/34/411,22:30,22:30,Robbery-Theft,Robbery
1 IPC 1860,"T:iz-SANT GURU RAM SINGH MARG, WAY TO LAJWANTI GARDEN TO MAYA, PURI CHOWK OPP SHRI F

Fﬁ'l'ﬂ'l'l— IlA\ll\l""1lll-""II kl“",,,,WEST,8170028170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170009,,2017-01-14,MAYAPURI,01:45,279/304A,,,Negligence conduct-Rash driving,Rash driving
1 IPC 1860,"MAIN SANT GURU RAM SINGH MARG WAY TO LAJWANTI GARDENTO, MAYAPURIOPP GRAND PLAJ

“I‘ll—All l‘lﬂklﬁllf—TIIAII",2017-01-16,2017-01-16,Monday,WEST,8170028170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170010,8,2017-01-16,MAYAPURI,23:45,356/379/34,23:15,23:15,Snatching-Theft,Snatching
1 IPC 1860,"WZ-482, mﬁﬁmaﬁnﬁﬁ, Wm, 12%?“",2017-01-21,2017-01-21,Saturday,WEST,8170028170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170015,3,2017-01-21,MAYAPURI,09:45,188,09:20,09:45,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"RING ROAD, ﬁmrgfr 2%: mm ans} ﬁg, a? NEAR DTC DEPOT, MAYAPURI, DELHI",2017-01-25,2017-01-25,Wednesday,WEST,8170028170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170028170027,,2017-01-25,MAYAPURI,23:10,279/337,20:00,23:10,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"Eﬁlﬁﬁ 11%??? ETFlef C BLOCK TAGORE GARDEN EEG?! W, NEW DELHI",2017-01-11,2017-01-11,Wednesday,WEST,8170037170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170037170012,6,2017-01-11,RAJOURI GARDEN,18:20,283,16:00,16:00,obstruction by a person,obstruction by a person
1 IPC 1860,"H.NO. 4/296 35 131% trifléﬁ am man S/NAGAR, NEW DELHI",2017-01-08,2017-01-08,Sunday,WEST,8170037170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170037170014,7,2017-01-11,RAJOURI GARDEN,22:55,323/341/506,20:30,20:30,Causing hurt-Criminal intimidation-wrong restraint,Causing hurt-Criminal intimidation-wrong restraint
1 IPC 1860,"MCD :nzn a6 mawﬁ, 1 was S/NAGAR 25 1%, mm min Raﬁ, NEW DELHI",2017-01-15,2017-01-15,Sunday,WEST,8170037170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170037170017,7,2017-01-16,RAJOURI GARDEN,01:05,363,19:30,19:30,Kidnapping,Kidnapping
1 IPC 1860,"H.NO. J 150A, F/F mﬁﬁ min ﬁwﬁ 110027, NEW DELHI",2017-01-21,2017-01-21,Saturday,WEST,8170037170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170037170027,6,2017-01-21,RAJOURI GARDEN,19:30,188,18:20,18:20,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"BI INDIAN aﬁERﬁI—rr 3'??? COMMUNITY CENTRE, JANAKPURI",2017-01-09,2017-01-09,Monday,WEST,8170021170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170021170012,4,2017-01-09,JANAK PURI,15:55,420/34,12:15,12:15,cheating,cheating
1 IPC 1860,"NEAR GATE No.4, 05A BLOCK, JANAKPURI",2017-01-20,2017-01-20,Friday,WEST,8170021170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170021170025,8,2017-01-21,JANAK PURI,02:35,279/337,23:00,23:00,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"WZ-50, VlLLAGE-NANGLI ZALIB, B-1 BLOCK, JANAKPURI",2017-01-21,2017-01-21,Saturday,WEST,8170021170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8170021170027,6,2017-01-21,JANAK PURI,19:40,188,17:30,17:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"MAIN MARKET JWALA HERI, W 35 ENE? TNT-IT ﬂaw-T, PASCHIM VIHAR DELHI",2017-01-12,2017-01-12,Thursday,OUTER DISTRICT,8174024170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170006,7,2017-01-12,PASCHIM VIHAR,20:30,283,19:30,19:30,obstruction by a person,obstruction by a person
1 IPC 1860,"MALL ARSS A—2 BLOCK, 321113 ﬂ gem? tro iasll, Row—r“",2017-01-21,2017-01-21,Saturday,OUTER DISTRICT,8174024170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170015,7,2017-01-21,PASCHIM VIHAR,19:45,188,19:00,19:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"mush-g? maﬁa? aaﬁ E15331?“ Grier arwﬁ Egg, IN FRONT OF VISHAL MEGA MART, NANGLOI DELHI",2017-01-04,2017-01-04,Wednesday,OUTER DISTRICT,8174021170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174021170003,7,2017-01-04,NANGLOI,23:30,279/337,21:00,21:00,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"MALL ARSS A—2 BLOCK, 321113 ﬂ gem? tro iasll, Row—r“",2017-01-21,2017-01-21,Saturday,OUTER DISTRICT,8174024170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174024170015,7,2017-01-21,PASCHIM VIHAR,19:45,188,19:00,19:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"mush-g? maﬁa? aaﬁ E15331?“ Grier arwﬁ Egg, IN FRONT OF VISHAL MEGA MART, NANGLOI DELHI",2017-01-04,2017-01-04,Wednesday,OUTER DISTRICT,8174021170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174021170003,7,2017-01-04,NANGLOI,23:30,279/337,21:00,21:00,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"CAMP No.3,?rraﬁhétntﬁ%m,ﬁgm,a1rrah€,ﬁﬁﬁ",2017-01-13,2017-01-13,Friday,OUTER DISTRICT,8174021170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174021170009,4,2017-01-13,NANGLOI,14:30,341/323/34,12:30,12:30,Causing hurt-wrong restraint,Causing hurt-wrong restraint
1 IPC 1860,"2/85A, W anaﬁ Tlﬁﬁ, reruf mi Bar—Sm ﬁwﬁ",2017-01-13,2017-01-13,Friday,OUTER DISTRICT,8174021170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174021170010,5,2017-01-13,NANGLOI,19:42,363,13:00,13:00,Kidnapping,Kidnapping
1 IPC 1860,ﬁanﬁgﬁmmmﬁﬁﬁ,2017-01-09,2017-01-09,Monday,OUTER DISTRICT,8174025170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170006,2,2017-01-09,MUNDKA,10:30,382/34,04:30,04:30,Theft,Theft
1 IPC 1860,mamaamﬁﬁmﬁgﬁmﬁwﬁ,2017-01-14,2017-01-14,Saturday,OUTER DISTRICT,8174025170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170010,7,2017-01-14,MUNDKA,22:30,356/379/34,20:30,20:30,Snatching-Theft,Snatching
1 IPC 1860,"PEPSI Than, 35am, mag, Who—oi”:",2017-01-15,2017-01-15,Sunday,OUTER DISTRICT,8174025170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170012,5,2017-01-15,MUNDKA,16:20,279/337,13:40,13:40,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"‘33?! ﬁg METRO STATION, 35 31% ROHTAK Ea ammﬁmﬁr, ROAD ER",2017-01-21,2017-01-21,Saturday,OUTER DISTRICT,8174025170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170019,3,2017-01-21,MUNDKA,10:30,279/304A,08:00,08:00,Negligence conduct-Rash driving,Rash driving
1 IPC 1860,"H.NO.A-57, GALI No.1, KHASRA NO.61/19, TIKRI KALAN EXTN. DELHI",2017-01-21,2017-01-21,Saturday,OUTER DISTRICT,8174025170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174025170020,6,2017-01-21,MUNDKA,18:40,188,17:30,17:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO. 64 C, DEFENCE ENCLAVE, PART-l, MOHAN GARDAN, UTTAM NAGAR, NEW DELHI",2017-01-04,2017-01-04,Wednesday,OUTER DISTRICT,8174020170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174020170008,7,2017-01-05,RANHOLA,00:15,457/380,18:45,19:10,Theft-house-trespass,Theft
1 IPC 1860,"H.NO159A,WWEﬁ%ﬁ€G,m®mWW",2016-11-18,2017-01-06,INTERVENING DAY,OUTER DISTRICT,8174020170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174020170015,,2017-01-08,RANHOLA,17:27,380,00:00,00:00,Theft,Theft
1 IPC 1860,"K— 5/12A, 40 133121 ﬁts“, MOHAN GARDEN, UTTAM NAGAR, NEW DELHI",2017-01-10,2017-01-11,INTERVENING DAY,OUTER DISTRICT,8174020170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174020170019,,2017-01-11,RANHOLA,15:05,457/380,20:00,10:00,Theft-house-trespass,Theft
1 IPC 1860,"ammﬁg,ﬁm2rﬁn%,maﬁnﬁa 1713181, Em?“",2017-01-10,2017-01-10,Tuesday,OUTER DISTRICT,8174020170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174020170020,3,2017-01-11,RANHOLA,17:30,379,07:30,07:30,Theft,Theft
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): SOUTH-WEST, 3.0 KM(s) Beat N0(Eﬁ?: arr.) : 817402007",,,,OUTER DISTRICT,8174020170031.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174020170031,,,RANHOLA,,376,23/12/2016,23/12/2018,Rape,Rape
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 817402204",,,,OUTER DISTRICT,8174022170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174022170007,,,NIHAL VIHAR,,308/354/323/452/3,04/01/2017,04/01/2017,Causing hurt-culpable homicide-house-trespass-sexual harrasement,sexual harrasement
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 817402207",,,,OUTER DISTRICT,8174022170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174022170010,,,NIHAL VIHAR,,354,07/01/2017,07/01/2017,sexual harrasement,sexual harrasement
1 IPC 1860,"IN FRONT OF H NO. F-180 J, LAXMI PARK, NANGLOl-41",2017-01-08,2017-01-08,Sunday,OUTER DISTRICT,8174022170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174022170011,6,2017-01-08,NIHAL VIHAR,19:05,392/394/34,17:30,17:30,Robbery,Robbery
1 IPC 1860,"E-1/103 Elﬁﬁ WEE! EH, NIHAL VIHAR",2017-01-20,2017-01-20,Friday,OUTER DISTRICT,8174022170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174022170021,4,2017-01-20,NIHAL VIHAR,12:25,318,10:40,10:40,Concealment of birth,Concealment of birth
1 IPC 1860,"R-422, GALI NO 10, KARAN VIHAR-ll, KIRARI, 110086",2017-01-01,2017-01-01,Sunday,OUTER DISTRICT,8174008170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174008170002,,2017-01-01,AMAN VIHAR,09:40,380,02:00,04:00,Theft,Theft
1 IPC 1860,"POOJA AUTO FACTORY, PREM NAGAR-ll, KIRARI, 110086",2016-12-31,2016-12-31,Saturday,OUTER DISTRICT,8174008170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174008170003,6,2017-01-01,AMAN VIHAR,09:10,287/337,17:00,17:00,Negligent conduct-endangering safety of others,Negligent conduct-endangering safety of others
1 IPC 1860,Distance from P.S (211m 0 g8 30? Eran): Beat No(EﬁE arr.) : 817400802,,,,OUTER DISTRICT,8174008170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174008170010,,,AMAN VIHAR,,279/337/304A,02/01/2017,02/01/2017,Negligence conduct-Rash driving-endangering safety of others,Rash driving
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 817400803",,,,OUTER DISTRICT,8174008170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174008170014,,,AMAN VIHAR,,147/149/427/451,29/12/2016,29/12/2018,house-trespass-mischief,house-trespass
1 IPC 1860,"H NO 0-12, HARI ENCLAVE, PHASE-ll, DELHI",2017-01-05,2017-01-05,Thursday,OUTER DISTRICT,8174008170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174008170015,6,2017-01-05,AMAN VIHAR,20:35,380,17:30,18:00,Theft,Theft
1 IPC 1860,"IN FRONT OF RAM DAYAL MEHTO OFFICE, PREM NAGAR-lll, KIRARI, 110086",2016-12-31,2016-12-31,Saturday,OUTER DISTRICT,8174008170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174008170019,8,2017-01-07,AMAN VIHAR,00:15,323/341/34,22:30,22:30,Causing hurt-wrong restraint,Causing hurt-wrong restraint
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 817400813",,,,OUTER DISTRICT,8174008170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174008170021,,,AMAN VIHAR,,323/342/363/376/5,06/01/2017,06/01/2017,Causing hurt-Kidnapping-Rape-wrongful confinement,Rape
1 IPC 1860,"H. NO. A—25, NEAR RATION DAFTAR, PREM NAGAR-ll DELHI",,,,OUTER DISTRICT,8174008170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174008170028,,2017-01-09,AMAN VIHAR,06:40,380,,,Theft,Theft
1 IPC 1860,PREM NAGAR-ll DELHI,,,,OUTER DISTRICT,8174008170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174008170030,,2017-01-09,AMAN VIHAR,07:45,498A/406/34,,,Criminal breach of trust-domestic abuse,domestic abuse
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 817402303",,,,OUTER DISTRICT,8174023170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174023170005,,,MIANWALI NAGAR,,354(A),05/01/2017,05/01/2017,sexual harrasement,sexual harrasement
1 IPC 1860,"(El?! WET SLIP ﬁts“ RADISSION HOTEL 35 ITIF, DELHI",2017-01-09,2017-01-09,Monday,OUTER DISTRICT,8174023170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174023170011,7,2017-01-09,MIANWALI NAGAR,23:05,186/332/353/379,21:15,21:15,Disobedience to pub. Serv. Order-Theft-hurting public servant,Theft
1 IPC 1860,"FUTOVER BRIJ ave: tam WHOTEL man 13-511, DELHI",2017-01-15,2017-01-15,Sunday,OUTER DISTRICT,8174023170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174023170017,7,2017-01-15,MIANWALI NAGAR,21:48,392/394/34,19:30,19:30,Robbery,Robbery
1 IPC 1860,"H.NO 8-295 CAMP NO 4 Form, DELHI",2017-01-15,2017-01-15,Sunday,OUTER DISTRICT,8174023170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174023170018,6,2017-01-16,MIANWALI NAGAR,00:10,363,16:00,16:00,Kidnapping,Kidnapping
1 IPC 1860,"SUNDER VIHAR IN GATE No.1, NEAR MARKET",2017-01-20,2017-01-20,Friday,OUTER DISTRICT,8174023170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174023170020,5,2017-01-20,MIANWALI NAGAR,15:35,379/356/34,13:30,13:30,Snatching-Theft,Snatching
1 IPC 1860,"ﬁrst 7-[0 1 aamnﬁgﬁmam DSIDC UDYOG NAGAR a1, DELHI",2017-01-20,2017-01-20,Friday,OUTER DISTRICT,8174023170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174023170021,6,2017-01-20,MIANWALI NAGAR,19:45,283,18:20,18:20,obstruction by a person,obstruction by a person
1 IPC 1860,"game: 2mm mg m“ OPP DDA MARKET, GH-13 @151”: Eran, DELHI",2017-01-20,2017-01-20,Friday,OUTER DISTRICT,8174023170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174023170023,7,2017-01-20,MIANWALI NAGAR,21:15,283,19:40,19:40,obstruction by a person,obstruction by a person
1 IPC 1860,"METRO PARKING aa ﬁﬁﬁm 32m :mﬁﬁ, DELHI",2017-01-23,2017-01-23,Monday,OUTER DISTRICT,8174023170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174023170027,6,2017-01-23,MIANWALI NAGAR,18:30,283,17:35,17:35,obstruction by a person,obstruction by a person
1 IPC 1860,"mﬁm PVC MKT JWALAPURI DELHI NEAR aﬁﬁ'emgﬁr, DELHI",2017-01-23,2017-01-23,Monday,OUTER DISTRICT,8174023170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174023170030,7,2017-01-23,MIANWALI NAGAR,21:00,283,19:40,19:40,obstruction by a person,obstruction by a person
1 IPC 1860,"EHUIEIeIE'QEﬁJﬁ, H NO 218, VPO DICHAON KALAN, NAJAFGARH NEW DELHI",,,,OUTER DISTRICT,8174018170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174018170027,,2017-02-19,BABA HARIDAS NAGAR,13:25,302,,,murder,murder
1 IPC 1860,"NEAR DCP OUTER DISTT OFFICE, a's' :[0 992, PITAM PURA, DELH",2017-01-05,2017-01-05,Thursday,OUTER DISTRICT,8174005170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174005170018,3,2017-01-05,MANGOL PURI,18:00,323/341/506/34,07:00,07:00,Causing hurt-Criminal intimidation-wrong restraint,Causing hurt-Criminal intimidation-wrong restraint
1 IPC 1860,"SAGAR STUDIO NEAR PANI Kl TANKI, L-BLOCK, MANGOL PURI, DELHI.",2017-01-06,2017-01-06,Friday,OUTER DISTRICT,8174005170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174005170023,7,2017-01-06,MANGOL PURI,21:55,356/379/34,20:30,20:30,Snatching-Theft,Snatching
1 IPC 1860,"ROOM No.42, G FLOOR KIIT WORLD SCHOOL, PITAMPURA, DELHI.",2017-01-07,2017-01-07,Saturday,OUTER DISTRICT,8174005170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174005170026,,2017-01-07,MANGOL PURI,19:50,380,13:30,17:00,Theft,Theft
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 817401110",,,,OUTER DISTRICT,8174011170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174011170015,,,SULTANPURI,,354(D)/506,,,Criminal intimidation-Stalking,Stalking
1 IPC 1860,"NEAR KIRARI FATHAK, arch-r8 éﬁ % um, W ﬁwﬁ",2017-01-15,2017-01-15,Sunday,OUTER DISTRICT,8174011170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174011170022,7,2017-01-15,SULTANPURI,23:40,392/34,20:15,20:15,Robbery,Robbery
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 817401101",,,,OUTER DISTRICT,8174011170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174011170026,,,SULTANPURI,,376,,,Rape,Rape
1 IPC 1860,Wﬁﬁﬁémﬁmﬁmﬁﬁmwﬁmﬁgﬁﬁgmm,2017-01-04,2017-01-04,Wednesday,OUTER DISTRICT,8174010170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174010170003,6,2017-01-05,KANJHAWALA,11:00,308/506,16:40,16:40,Criminal intimidation-culpable homicide,culpable homicide
1 IPC 1860,"Wﬁw,§'ﬁ3ﬁ?m,ﬁﬁmﬁg,m",2017-01-06,2017-01-07,INTERVENING DAY,OUTER DISTRICT,8174010170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174010170005,,2017-01-07,KANJHAWALA,13:55,457/380,19:00,09:30,Theft-house-trespass,Theft
1 IPC 1860,"mmﬁww,f@ﬁaﬁﬁm,§lﬁﬁ%m",,,,OUTER DISTRICT,8174010170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174010170006,,2017-01-07,KANJHAWALA,15:00,302,,,murder,murder
1 IPC 1860,"mﬁgﬁaﬁ,maﬁm",2017-01-13,2017-01-13,Friday,OUTER DISTRICT,8174010170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174010170015,7,2017-01-14,KANJHAWALA,18:45,323/341/506/34,18:30,19:00,Causing hurt-Criminal intimidation-wrong restraint,Causing hurt-Criminal intimidation-wrong restraint
1 IPC 1860,mmﬁa$mﬁwﬁ,2017-01-14,2017-01-14,Saturday,OUTER DISTRICT,8174010170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174010170016,7,2017-01-14,KANJHAWALA,21:50,354/354(A)/509/50‘,20:00,20:00,sexual harrasement,sexual harrasement
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): EAST, 6 KM(s) Beat N0(Eﬁ?: arr.) : 817401008",,,,OUTER DISTRICT,8174010170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174010170022,,,KANJHAWALA,,365/376,19/01/2017,19/01/2017,Kidnapping-Rape,Rape
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): NORTH-EAST, 1.9 KM(s) Beat N0(Eﬁ?: arr.) : 817401902",,,,OUTER DISTRICT,8174019170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174019170016,,,NAJAF GARH,,323/506/34,19/01/2017,19/01/2017,Causing hurt-Criminal intimidation,Others
1 IPC 1860,"A—25ﬁmmaﬁnﬁ1,mﬁﬁ§ﬁrﬁaﬁmﬁwﬁ",2017-01-21,2017-01-21,Saturday,OUTER DISTRICT,8174019170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174019170017,7,2017-01-21,NAJAF GARH,20:55,188,20:00,20:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"SHOP NO 1, PLOT NO 8, NEAR MOTHER PRIDE SCHOOL PAPRAWAT RAOD C BLOCK PREM NAGAF

ILIAIAf—ﬁAI-III RIP—lﬂlhf—IIII",2017-01-20,2017-01-20,Friday,OUTER DISTRICT,8174019170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8174019170020,6,2017-01-22,NAJAF GARH,20:32,363,16:30,16:30,Kidnapping,Kidnapping
